node_type_id ei morphology_file model_processing pop_name location model_template model_type dynamics_params
100 e NULL NULL Scnn1a L4 dipde:Internal population 472363762_pop.json
101 i NULL NULL PV L4 dipde:Internal population 472912177_pop.json
102 e NULL NULL LIF_exc VisL4 dipde:Internal population IntFire1_exc_pop.json
103 i NULL NULL LIF_inh VisL4 dipde:Internal population IntFire1_inh_pop.json
