node_type_id synapse_model dynamics_params model_type model_processing pop_name model_template morphology rotation_angle_zaxis
100 a 472363762_fit.json biophysical aibs_perisomatic,extracellular Scnn1a ctdb:Biophys1.hoc Scnn1a-Tg3-Cre_Ai14_IVSCC_-177300.01.02.01_473845048_m.swc -3.646878266
101 b 472363762_fit.json biophysical aibs_perisomatic,extracellular Scnn1a ctdb:Biophys1.hoc Scnn1a-Tg3-Cre_Ai14_IVSCC_-177300.01.02.01_473845048_m.swc -3.646878266
