edge_type_id target_query source_query syn_weight
100 pop_name=='Exc' * 0.008693005130625849
101 pop_name=='PV' * 0.0001338259670856798
102 pop_name=='SST' * 0.0017739395973541316
103 pop_name=='VIP' * 0.01785412498319743
