edge_type_id target_query source_query syn_weight
100 pop_name=='Exc' * 0.01256496132501487
101 pop_name=='PV' * 0.027894300350426362
102 pop_name=='SST' * 0.003465797812045712
103 pop_name=='VIP' * 0.011721550957492239
