node_type_id model_template ei exponent pop_name decay_const model_type scaling_coef
100 ssn:Recurrent e 2.0 Exc 10.0500429106779 rate_population 22.392148198236782
101 ssn:Recurrent i 2.0 PV 11.8257398864811 rate_population 22.392148198236782
102 ssn:Recurrent i 2.0 SST 10.0159482249032 rate_population 22.392148198236782
103 ssn:Recurrent i 2.0 VIP 49.3117045605402 rate_population 22.392148198236782
