% Model:              example_comsol.mph
% Version:            COMSOL 6.0.0.318
% Date:               Sep 14 2023, 09:38
% Dimension:          3
% Nodes:              12760
% Expressions:        1
% Description:        Electric potential
% Length unit:        µm
% x                       y                        z                        V (mV)
-3.530040289793993        -57.81249999999998       -38.06762405960052       0.16916706463640618
-6.223869516082299        -54.34570312499999       -38.11874020865811       0.18936048374991885
-8.036333419106453        -49.999999999999986      -35.71776910414714       0.2374351265105932
-1.5210055437364645E-14   -49.999999999999986      -40                      0.2062286450494651
-29.388832761813646       -58.69140625             43.007216518759506       0.06642052309360523
-35.6646213887304         -62.499999999999986      46.87346488896526        0.05161980346400121
-43.001864004935854       -62.5                    34.437193857569184       0.06214496802791032
-33.48249194373102        -62.452740345338604      34.64014509999901        0.07006556957807007
-30.893789828148805       -72.50581857590673       45.64215569373399        0.04128425009836419
-41.454833923087826       -75                      27.858967945554667       0.047532182939481464
-15.40229753617166        -49.999999999999986      -32.658055259675976      0.23652509697942117
-13.069765233087056       -53.90624999999999       -35.48196659419027       0.19951153299805344
-9.029859525351702        -54.78515624999999       -35.07009913684873       0.19771506828332
-10.02338563159695        -59.57031249999999       -34.42242916955032       0.167043549012089
-35.59765496398687        -81.25000000000001       -36.07009729981985       0.05469705362770958
-28.6315790092117         -65.62499999999999       -35.29975778323021       0.11698502749973298
-21.986810623685273       -57.81249999999998       -31.811638419421993      0.16958317420145075
-16.00509812764111        -58.69140624999998       -33.11703379448616       0.17021594183214758
-29.87582756382188        -57.81249999999998       -33.15836287968548       0.15332536430187801
-24.16902300258585        -58.06089516151944       37.76713353038687        0.08061678479289049
-19.653463943136          -58.3251953125           36.795260125396695       0.08488618939680247
-31.64932960052009        -49.99999999999999       39.344044641891244       0.08612971863810229
-22.58345741692766        -49.99999999999999       40.20079277383551        0.0928130107477353
-21.351474740636135       -54.21142578125          36.09416510295846        0.0948008637504178
-14.32470842061203        -50.00000000000001       35.51268909543595        0.11283800059859005
-18.407413971132048       -49.99999999999999       35.0106877178098         0.11083116893334057
-14.819276873666029       -55.79723442925348       34.60612605940202        0.09881911641838284
16.322103781329567        -70.42847049205766       -66.25174598957337       0.06947721641167993
7.690458981351873         -67.57812499999999       -56.371979052576904      0.08907359925706895
0.792894815287034         -65.62499999999999       -45.58409030923952       0.11412670950000606
0.49426688266086516       -70.31249999999999       -50.29345044861525       0.09030628127187518
4.155685541103223         -64.55078124999999       -51.37842476177956       0.10581447176419023
1.9679648458020198        -74.99999999999999       -58.30001799059962       0.06696870631144104
2.6929999626925563        -87.49999999999999       -55.052243217620486      0.03491262024021854
3.4180350795830923        -99.99999999999997       -51.804468444641344      0
-0.03715250798189884      -58.984375000000014      44.76945266045975        0.06955451854208806
-10.921817732688671       -56.76350911458335       37.684459299777515       0.09015367705779445
-6.627571944719287        -54.68750000000002       39.429674415851785       0.09077049901912465
-9.78670766009596         -50.00000000000001       33.483861723288086       0.12223263499125642
-7.303385363235893        -53.125000000000014      35.73552153360469        0.10629706622793386
-40.11215625716142        -99.99999999999999       25.986693175201456       0
-4.600344156086245        -62.109375000000014      39.392885351400224       0.07567422538588404
-36.698023373753735       -87.5                    34.17525861966433        0.02237388063166495
-31.941212824419658       -99.99999999999999       40.491549293774          0
-11.60187852607194        -66.01562500000001       47.725856531935726       0.053433806541188136
-10.018139393391673       -62.65220699434348       40.63327798018711        0.07133622221461168
-22.73285727307928        -67.7978515625           39.69441532385651        0.0590746862312501
-18.592050457484          -72.265625               46.46731190229031        0.04433014769498866
-16.963413404015512       -65.14892578125001       39.98131154446962        0.06586147395597966
50.51059681748033         -99.99999999999997       -95.91508562996873       0
29.79451007810754         -99.99999999999997       -85.49089539990254       0
-17.488458559990285       -67.00190893665159       -35.86605570257046       0.12089523460033116
-15.330659048319022       -74.99999999999999       -44.3229364772417        0.0801768554536657
-25.464157006152945       -78.125                  -40.19651688853077       0.06849912309373242
-11.259620668970442       -68.12382655385872       -39.68541292514616       0.11359746573917563
-13.558532411274259       -87.49999999999999       -46.5534112439819        0.03809134597563853
-22.317300769357626       -90.62500000000001       -35.19242448456826       0.03024640291512027
-7.06008057958797         -65.62499999999999       -36.13524811920104       0.13200980831474804
-23.639464194610913       -63.17667643229166       34.10043106892533        0.07669491293935062
-31.50347131633075        -69.6254728752764        32.85207931520928        0.059620895166760036
-25.174313397775858       -75                      37.75111850579191        0.04675961096409873
-14.987189962271726       -62.10937500000001       32.88260092706158        0.08624741411832561
-9.766537542744754        -57.96727790909859       33.942259043717684       0.09690786981031652
-28.310133017080393       -81.25000000000001       27.493001400726833       0.041192217346426606
-32.858607063767465       -99.99999999999999       8.825175666682373        0
-31.44595263638493        -87.50000000000003       17.234884295661764       0.030826169152605103
-16.11042928874282        -100.00000000000001      -31.01984033871896       0
-39.0622281576629         -87.50000000000003       -19.18568226425234       0.03629173861527723
-25.765484703563878       -100.00000000000001      -11.982094202554382      0
-17.669171740976235       -81.25000000000001       -25.456039621003374      0.06740840172864367
-1.69058639757278         -55.859375000000014      36.26905805330136        0.09806993191647988
7.716050021144838E-15     -50.00000000000001       40                       0.09983535188380986
3.0234245136982776        -54.49218750000001       42.384726330229874       0.08202954766300814
6.084001535378453         -50.00000000000001       39.99999999999999        0.09859967363003029
2.6982238288217495        -53.90624999999999       -41.396022577309886      0.17363769419430142
6.084001535378432         -49.999999999999986      -39.99999999999999       0.2048545012983857
12.478732726141075        -61.81640624999999       -50.8511488178693        0.11508229640741541
7.839309744150071         -53.112792968749986      -42.5072018995502        0.17014216531178059
11.258646756292855        -53.90624999999999       -41.696499686817646      0.17245124382617585
2.670772669490653         -53.51562499999999       -36.96080315262986       0.20218936623502246
16.49807658072699         -54.01000976562498       -49.06563950032512       0.14613461591068608
14.84781782193238         -52.55126953124999       -46.16698203593312       0.1600883242934542
13.886890946771848        -54.50439453124998       -43.72441224729693       0.16193280457915268
17.194589092256972        -49.999999999999986      -53.21522562526972       0.14809698771566923
17.977058168788535        -49.999999999999986      -50.08727517813023       0.16117765206556492
17.35471019669165         -49.999999999999986      -47.28684327931382       0.17215677009322555
17.873337107155287        -57.218402946270935      -49.109050744912295      0.1348308346338182
5.396447657643515         -57.81249999999998       -42.79204515461976       0.15108262659449878
1.7209296067854214        -64.84375                -38.93651485796462       0.13125464174961932
2.1958511381380372        -59.179687499999986      -37.94865900529724       0.16199441728185657
-4.099719943906388        -73.4375                 -40.81164924161459       0.09206509558367001
2.7315412678657576        -69.64657289780598       -40.89945837548296       0.10695956951477664
12.202691767681722        -57.0014399098362        -45.78905092980266       0.14416165451835672
14.656691520664042        -99.99999999999997       -65.25949478051406       0
27.944030532195985        -86.06893282207454       -68.97307989178734       0.029950388357406568
15.224651872247206        -81.25                   -63.539025451180144      0.04575868568159178
9.495715493170644         -65.07676520785976       -45.50861573823304       0.1156792917056668
17.16440680155827         -64.06249999999997       -56.374039603380304      0.09810073015669757
17.140361252736568        -64.84374999999999       -49.23889856079472       0.10797447588314109
-1.1393593082248035       -81.25000000000001       -45.48805036402815       0.0598171146424932
2.1972589491139782        -99.99999999999997       -36.181473560355855      0
8.251774281739293         -52.07519531249999       -39.22274630598871       0.19729375504248503
16.383044265829415        -55.07190910519642       -45.47647852892038       0.15415604642087258
16.377595617400885        -20.778880708423358      -101.11218012748941      0.12476273420184246
12.009889731266771        -8.213616553679849       -87.78483564519203       0.20915835068655136
30.076203582080694        -40.0438531192253        -114.99187177588742      0.055041879705631125
27.886420261055456        -28.48611585690739       -102.37335463167572      0.10139356339004928
22.180360320311276        -41.528204429096554      -94.30949511686175       0.09740958889365339
20.184620050288533        -45.76410221454827       -83.53519326016985       0.10725982351511525
33.02613060397433         -44.648368808888485      -101.24464039457798      0.07338574705686113
43.871900887637395        -47.76853318868042       -108.17978567229424      0.050871886289885024
67.85300152822208         -99.99999999999999       -91.29000813027352       0
62.72941818333078         -86.75262701143802       -94.8902278186483        0.012823801018293203
33.308373140723006        -76.97419961317676       -98.812685166924         0.02915340498756409
36.976165558957476        -84.12279641184546       -82.52584336438015       0.026375715881223973
47.64574875653553         -84.6817066561537        -92.5086249974364        0.019299252668965414
19.46966652576401         -53.369140625            -52.13365657813359       0.1405935622338216
20.96227488273947         -56.73828125             -54.18003797813694       0.12361634662756935
20.9274321145427          -60.30273437499999       -57.20686017508075       0.106683645063697
25.01903658655289         -69.10490772043258       -89.92813946151085       0.04965033067358337
24.37395119144376         -67.68063049059373       -74.335507377369         0.06651066715679256
24.1122718225233          -58.16303582323389       -80.18275165536585       0.08098521785304191
24.047606672516974        -69.83719829297667       -60.729533830066124      0.0751884313746869
29.833438977143672        -53.94839922635354       -88.76870010939106       0.07777787631927645
41.76216382076137         -59.824712732072555      -94.7648361345985        0.05427132443745921
23.600752200894192        -62.50997035083902       -64.39139586373362       0.08923833866609511
23.538568490354443        -56.640624999999986      -61.785356033059394      0.10757998019851196
20.677946815100135        -49.999999999999986      -57.80936044425293       0.1349374808370119
8.034126279678834         -49.999999999999986      -35.55427320382969       0.23834666456747036
53.690888664379074        -65.70102623779155       -100.7609721598059       0.034326797313821496
74.94823954918121         -73.50525402287603       -93.86537000732787       0.02093615553012557
12.949147302179302        18.560890516313673       -88.00962881928352       0.25672179606500933
16.48535686572804         -1.1561429722306205      -97.41127618879248       0.17617382996038994
24.294147323770737        -12.147895652654642      -109.57658309500191      0.10584550989047688
39.702739747115885        -21.653086571078827      -110.8717785018976       0.07863828742536433
28.228776870534183        6.3831732076484515       -108.64315641871936      0.12495164662089485
32.16340641729763         24.91424206795154        -107.70972974243683      0.130050703527103
25.056194252245874        13.468359660718988       -90.26514515726394       0.23265506342016445
23.895621704774317        30.428454707533678       -92.64187207050331       0.21884813124866745
-44.413507234050314       -75                      -0.13458955961630423     0.06438801173305907
-44.590653542392346       -81.25000000000001       17.600850840489596       0.039720668121208454
-35.0894959688071         -87.50000000000003       -6.058341881085344       0.03691800244893372
-62.1169894070188         -62.499999999999986      0.3181863237368509       0.0713663179286639
-48.095635268101596       -62.5                    14.990343859887199       0.07966450841640421
-10.96661705225712        -49.999999999999986      -32.77024246323321       0.24445241320933467
-26.1277914529707         -49.999999999999986      -27.90577388762836       0.2164984055990398
-31.091660019700843       -75                      -18.235996504550045      0.08334263747518024
-28.609725736335772       -62.5                    -23.070885196089208      0.1394238194365949
-43.71427069588388        -62.5                    -15.330963673862156      0.11077194801952665
-4.108543906602825        -61.3937827658676        -31.79988203957286       0.16378803936133493
35.63700181541922         41.929197158650325       -116.57059532535087      0.08321368523367306
16.26064359670781         50.32965651912933        -102.13957795719722      0.14966532942073874
15.120233575742184        58.356068547593466       -111.4264419018173       0.09876396648756469
-11.612529564011915       55.240650440104645       -57.267276838938365      0.6874081571186714
-2.5235174262863036       49.99999999999998        -52.285462920766214      0.9221031151010417
-4.3546976590517765       52.760382978474766       -54.05801977274596       0.8312277689639902
-2.569846736351407        52.681712266093456       -51.185212107658906      0.9627800883904051
-2.725538498759328        49.99999999999998        -48.591080956046135      1.128517204808679
0.3732316182402661        49.99999999999998        -51.58632173555213       0.9580715496692721
-18.725048217937466       49.99999999999998        -56.56591317033612       0.7569108279112923
-16.647129241200975       52.829216131670925       -59.5916031672481        0.6353645888710543
-22.901479710419203       49.99999999999998        -58.48526746999423       0.6617893906646162
-17.128233912761658       52.6211868551322         -55.065997459412614      0.7744995270790139
-19.708463090876897       52.58449276918821        -53.604986271125696      0.806517686179433
-21.99482555739238        49.99999999999998        -51.86520489220739       0.8992694194869901
-20.213891614946093       55.066864526683744       -61.17213398242021       0.5552000159135064
-20.652244594484383       54.02448570359345        -50.07528614295879       0.8806272805383152
-20.52999308863222        49.99999999999998        -46.92411737853179       1.1407289121784367
-24.275095753454156       53.910567150057496       -52.88246392787509       0.7430534547651919
-27.822271964032197       49.99999999999998        -54.18092099244407       0.7177329922374077
-16.533532687300134       54.964208679540114       -52.87145058063155       0.8087764142381497
-18.047348955559183       54.02448570359345        -47.167536977389396      1.0286250974159652
-20.189626313112488       52.53906249999998        -43.87172059518443       1.1727100606836665
-18.084273929144          49.99999999999998        -42.55502298272637       1.445717833212504
-23.24974278578994        49.99999999999998        -42.064074093931666      1.2454460092372541
30.54230791057374         43.80413344704683        -83.86763459260713       0.25037680863498774
-25.908474594971572       55.066864526683744       -61.010791807473574      0.5156437920103075
-31.461687496209223       61.63221430706875        -88.96358889174911       0.17116686845863519
-32.967121435624755       76.9088495638387         -112.30944860305216      0.050944130257560866
-8.669013711796921        65.7977384527276         -128.07636137570265      0.04280552868488264
-0.09932708354590844      60.869864011264035       -119.79836602154029      0.07093102808541392
-17.338027423593854       53.81769912767743        -106.15272275140525      0.12518884502313507
-25.152574429609313       65.36327434575807        -109.23108567722872      0.08728688399523853
-16.357175586225477       67.10820542050985        -117.54713059128912      0.06504046856055924
-9.589423410031753        53.56994063644297        -95.9477011325383        0.17904889560037016
2.9078769040161836        53.94614838166652        -85.44418542837889       0.2472871182767503
-11.39884986269466        56.30936910202868        -85.43357961364296       0.2381654042571228
10.898212402983285        53.92572292877622        -92.68515809711492       0.19625838326119696
0.6585310602703914        53.873987455119845       -94.50562854359463       0.18863928912984504
-5.479039681765132        54.07088562874769        -61.41487614667071       0.5932749684764445
-5.4250967777078785       53.78354251499074        -67.16153333762091       0.47107621178228004
0.392866706017192         49.99999999999998        -66.33412084140076       0.49549365120210614
-0.1878039665622133       55.84490619248167        -80.22342507155338       0.2870539285380999
3.835315521309205         53.98147008380869        -68.19133911321785       0.4521794862938186
6.152290482457568         49.99999999999998        -64.87594330306838       0.5260149266849224
-19.207656038596394       56.23873952668376        -66.14404828264963       0.450098377781824
-14.4124822646039         56.24999999999999        -63.9640134747987        0.5084098635917812
-4.968424416812481        57.24175583319334        -73.27430529150065       0.36076673424890265
-8.033865896957636        56.01965593482337        -79.38305929453058       0.2922423804820215
-18.412814586898403       62.797044817900016       -91.43085520281464       0.1732565951331209
-21.51447796330508        55.72273634184715        -83.34410782755263       0.24333338319628597
-25.480544466225684       62.40991621347017        -77.17826681368115       0.2584365113401763
-0.702514130498779        53.74215715612543        -63.34922299718855       0.550880420323587
-2.0513204637715656       53.927214071869216       -59.98312791295518       0.6323383095419257
-8.235623913432491        57.567085029981506       -64.88127180875522       0.4926740776577598
3.901082734760768         53.02754642138318        -61.36981240831974       0.5998345996161233
5.717752293708078         49.99999999999998        -61.42271565257711       0.6036419527990985
2.936744200685626         49.99999999999998        -62.23471197019504       0.5836712264774121
12.025184410347634        49.99999999999998        -65.03805437974479       0.5237745905340169
9.644770364758555         53.78354251499074        -65.27618934551256       0.5058804544740059
11.035939102605722        52.50838562874767        -61.49727491163026       0.596681449027391
12.751449311684093        49.99999999999998        -60.25070723675334       0.6426597652497044
7.626044756447559         49.99999999999998        -51.24502851451751       0.9613002629603837
4.112284107325381         49.99999999999998        -49.796457592573         1.0500517125380961
7.708425916367888         49.99999999999998        -48.678560855183875      1.1009186264668296
-7.3672213442344825       55.55873703218691        -54.82109239191979       0.7699712585959696
-5.72264447143142         54.761621049400006       -57.66330954887598       0.6901692896807602
0.17667805685535096       53.125                   -54.38779023445438       0.8193281073552081
0.9502441887864198        53.622040153898716       -58.30515839150315       0.6816390558020214
-2.8995043199743193       54.86747406437382        -55.98554260494741       0.7453554094656559
3.0931455983095595        54.492187499999986       -50.406066133998564      0.9760514845090098
1.0064217047793256        49.99999999999998        -47.79845983801385       1.1894596524138075
-15.14549866111464        56.30718054729115        -57.03947861882082       0.6684426643867867
-11.62799578894889        58.46260176041862        -59.22692828520968       0.5984457706021709
-6.314107401930086        58.14177125749537        -59.211147400317046      0.6146007911572311
22.19676206454604         51.221890435803736       -87.8484747852444        0.22236721404576182
31.000717355565452        45.796138170874144       -99.03331103908461       0.1567852547482063
47.704111014130305        47.57981213025919        -116.88951372908144      0.06453299488003462
44.30188036235135         38.48477663464122        -104.98368763145783      0.11736007862180205
28.7611946957185          59.36208622233543        -101.63944349199217      0.12363986069761995
20.209688362883924        59.18435868621554        -86.85094759273358       0.2105443268205898
-4.506934604894226        61.62297058939932        -107.44240041334139      0.11058575377358558
-17.54461675968583        88.45442478191933        -116.65464524242414      0.025615396684439688
-96.3338413887047         21.106801583142097       -37.43831557386387       0.1190513914447515
-113.7840862509925        22.0107640075642         -7.919074474898267       0.06371037581888371
-101.78971216246875       16.546831595960988       -3.2921682452768275      0.09102981402379169
-109.4136857605139        35.7221062725882         -47.62149477085254       0.06720022283504118
-109.8168883543596        27.6617300664912         -22.023546730819064      0.07575433258174909
-115.48668299479742       40.083470638546586       -10.984602087903708      0.05577796112269072
-80.54365247591657        67.73158177956526        -88.01394357147078       0.05592946357436807
-76.80421985895016        47.07677930854515        -70.51824295456593       0.13237309771270048
-83.95330588837298        56.17438032404583        -79.61971946164543       0.07911898311284354
-68.03560993926916        55.796660082509575       -75.48731936427936       0.1353105943934638
-96.7000072074017         65.01432401578984        -71.87484557960651       0.05101021557809773
-109.39152440710632       54.61279675781796        -46.345476384056944      0.05569956237466101
-94.12354588037698        54.341538538038925       -60.99254317295208       0.0823450052804207
-88.56049884714564        40.77849957361877        -53.1268055802932        0.12573176410505796
-118.44058365628759       50.39302319102865        -19.19432740593662       0.04568073839516115
-57.347240973210006       74.63966485388069        -105.13906324364221      0.04823634602508556
-42.095671014488794       82.91136443225408        -108.19699237590987      0.0396406105909097
-71.22973088861373        88.49695838954278        -100.49099026368113      0.018736266883310322
-62.98239375861766        64.38411864602183        -90.27306457341933       0.09084785254272855
-45.18923285187322        68.3896648538807         -97.93140032231295       0.09302410141190932
-55.52761392819201        59.05824625472496        -76.74425927589654       0.16750228381480972
-94.13940030719125        75.45261392509413        -82.27654339050869       0.03211123324918623
-61.26956741965187        81.06983242694034        -90.66404458182737       0.05314675734038216
-78.01280585298002        83.44066564828128        -83.76540604208431       0.03641783906288976
-43.01961791711484        62.31983242694034        -78.0011991875137        0.19570704802398528
-32.8711565407338         99.99999999999996        -106.4508874932284       0
-119.6043845115385        26.3211605319893         19.428521739406627       0.03908283850626526
-124.49006337106817       55.42868375528249        6.000066359150924        0.028827082903683493
-111.07276891998161       36.918186739788204       4.238947618892672        0.059772151564137115
-9.353003853800596        -59.76562500000001       53.41727732130008        0.05224005674219767
-9.676501926900295        -54.8828125              56.70863866065004        0.050435560423711875
-14.026175666546758       -56.6132156274276        57.95751291350208        0.04791202863074824
-8.253480886766944        -54.73632812500001       60.31374858948377        0.04523500309471093
-21.430050410416314       -49.99999999999999       53.332536176206794       0.06157245561065328
-27.78662851236198        -49.99999999999999       47.701321078138676       0.07104516963917717
-23.826121282991092       -54.26466003685749       51.37972340377542        0.060265352204213786
-19.197480051625977       -55.215458352451776      55.4474438049419         0.052940497844645704
-20.343157344992026       -62.751420833671766      53.542915066892924       0.04813778850993967
-25.462118557221135       -59.62620545974854       53.346042826073806       0.05066857966047443
-23.149381781944854       -54.54535599072781       55.66964550857586        0.05272275491477884
-31.23112586883547        -63.17161250971037       55.15675317134259        0.04289649664168516
-17.347989879320103       -49.99999999999999       59.10100095645392        0.05049885424758722
-20.448120792894542       -49.99999999999999       58.24226007096009        0.052230694928368286
-18.02737905617644        -58.71473393281915       59.16849991781179        0.04469844901480033
-14.378356393433465       -63.2264312548552        56.364525348777185       0.044625670215835425
-12.00978751719214        -69.53125000000001       55.18350529878872        0.039475171431154116
-4.006234726182357        -54.78515625000001       58.1291129873269         0.048010229886232915
2.958661799560902         -50.00000000000001       56.043780663552454       0.05213321633207514
0.2185638110279186        -54.63867187500001       54.481830278288896       0.05374793016654889
5.395861738459391         -53.308105468750014      54.3103435553929         0.054668168109498934
-27.12071501791134        -87.50000000000003       49.65929392457298        0.017803929002047594
-38.21451348706644        -72.62430002589431       58.81542196827636        0.02840915490472119
-54.15931760049864        -99.99999999999999       72.54388929392138        0
-17.14935784232452        -100.00000000000001      46.51131597842806        0
-33.0068559028805         -99.99999999999999       60.37475658374791        0
-9.645414586152523        -61.3983718774276        58.43347115102906        0.04376925140079321
-14.323791756182521       -58.85930937742761       61.39225787661485        0.04190292101455108
-18.680165273812552       -87.50000000000003       62.2017951292029         0.013845901726519652
-31.35196400278649        -56.24999999999999       52.876087451819714       0.05272956762156512
-46.18691554378253        -86.31215001294717       65.67965563109887        0.011644058129888389
-22.300217211403027       -75                      58.827038555371956       0.028943371252947107
-19.403708933066333       -66.68723750971039       59.311773376254315       0.03741660463202901
-18.113820155387142       -61.81098500996002       63.06080494262132        0.037809342955328305
-104.58301115230415       21.179390532101674       11.76007209282216        0.07179935736332534
-110.5516173927113        10.005508446330818       20.053643020768284       0.05397274162915541
-102.07637350471585       -0.11730872761290219     4.750301199996691        0.0803736117771881
-115.6111067053638        -22.54180404935519       35.4342669268991         0.029423975826652647
-110.49444244239233       -24.113299999041757      19.541691777329607       0.04337594315093359
-108.99483407207151       -7.692692942936045       16.18426371579022        0.055177464504727526
-91.32409429765481        -77.17408435214527       78.43571067192701        0.007119494061502149
-93.7092713495933         -65.71445087983507       65.86027008139833        0.01383880073764799
-96.09444840153175        -54.254817407524875      53.28482949086961        0.02257473722776648
-91.46020982484613        -44.43055084266447       38.79280498851419        0.038811264128345714
-67.82661400637934        -63.30057810878146       64.3821865759194         0.023996203087285128
-72.59509622981783        -57.67348135604213       54.675003948323045       0.030998712286138076
-116.77544530257042       10.372734705758043       35.3223541667847         0.03419999412764328
-106.61272983106696       -4.667021334400764       32.894746541971195       0.04734041524923885
-108.00647430466853       -45.567385498341075      63.151343668310574       0.015192883439146378
-92.5873816985072         -29.77976563384622       40.896934166585694       0.045988297661934775
-102.67384226942266       -19.33955111513235       45.73585006317412        0.03740813350075415
-105.34015828704561       -32.45346830673671       54.44359686574235        0.024946474885534368
-50.962745708206626       -66.76652223222635       60.33171706014083        0.028935339014182476
-62.72436076875228        -86.8556711009835        75.85080367263265        0.007400811957603122
-75.58514001100224        -87.3991921890198        87.1585248017878         0.0043610840271802575
-67.1412512978998         -99.99999999999999       91.17006320002122        0
-70.71680257171546        -87.3991921890198        103.29258457004049       0.002783810526802743
-74.3359604129423         -74.7983843780396        96.97031013538272        0.006468356413028426
-39.99821205628422        -75.74930002589434       69.81553789568372        0.019293047569563588
-49.16594284816516        -99.99999999999999       96.89681502517129        0
-26.797630348940533       -63.84322501942076       63.44004145371991        0.034876456853518374
-71.28940393700593        -73.71134220196696       79.15771805134392        0.011934770699108808
-6.084001196352574        -49.99999999999998       59.99999999999999        0.046273341905044056
6.5503158452884236E-15    -49.99999999999998       59.99999999999999        0.045992464952030805
-12.308040881500062       -78.51562500000003       50.47551325268375        0.03204400514738056
-6.535016020626684        -73.65818396717515       45.63218828653955        0.04469788294485047
-12.60629424580799        -87.50000000000004       45.76752120657879        0.02089930505725536
-2.3784235105776004       -66.76993711329914       43.36471019821834        0.05970830874129686
-2.5215341775050653       -59.27734375000001       52.91987989302535        0.05345116850076542
-2.7452344214894198       -65.37926643674518       51.707292015287415       0.049086583083901576
-3.310569077299414        -67.18750000000001       58.93686110108073        0.0382789779287677
7.4897500933572045        -50.00000000000001       56.439927930764725       0.051792346817245545
6.084001196352592         -49.99999999999998       59.99999999999999        0.046281794921657536
10.217569572611325        -52.14843750000001       56.21876675183223        0.05228239183005921
9.963632569249476         -54.296875000000014      58.52063778939586        0.0480196464420879
6.353929818623405         -50.00000000000001       51.34201583712056        0.0609598745592637
3.2670581552247464        -54.394531250000014      49.13562634761832        0.06429292259027862
8.279773664453389         -53.906250000000014      40.098835849564296       0.08989520767885802
8.740345557372079         -54.687500000000014      43.22310174804829        0.07902906256811429
7.648244232509645         -58.88784336271408       43.83194310102192        0.07153810335730747
7.546298036758091         -50.00000000000001       45.748986025508536       0.07456348388644773
10.471506575973176        -50.00000000000001       53.9168957142686         0.05656310596422586
7.952621077935776         -54.779052734375014      51.24316438014336        0.05984471099412312
4.980464161289073         -59.4326210761375        51.739647476781684       0.05528769838367792
4.437793658295376         -56.61621093750001       57.27867127366522        0.04846723163254751
9.583201961487497         -57.42187500000001       54.12574873696769        0.053015933631771255
11.60721576043292         -50.00000000000001       50.19796778367743        0.06428839042712599
-7.660255879791852        -87.50000000000003       62.74059087599634        0.014051303918217734
-3.6178141508589774       -100.00000000000001      51.53351704698339        0
-3.2552740865418794       -75.55322269799669       56.89792592826375        0.031239595495523572
3.9434463454937543        -66.80006213482402       48.97317378218989        0.05109726543219431
10.002965317390327        -60.87656845884646       47.95067613084302        0.06029112699445282
-18.980021918058355       -49.999999999999986      -26.842577310137838      0.23821291239107292
-36.4178353358378         -49.999999999999986      -24.489898806545707      0.18423010082772487
-4.116432128947933        -50.00000000000001       34.595008323023976       0.12150263963667231
-2.7518091338058603       -49.999999999999986      -34.89515722421943       0.2454117970383548
-3.8128334915413857       -55.664062499999986      -32.77316241908637       0.2008753321710225
-6.447121919310849        -49.999999999999986      -30.348877892647263      0.2566155777350155
2.9638766904926506        -49.999999999999986      -34.780393788947435      0.24539583711916638
-36.48403848424473        -49.99999999999999       28.71306478311756        0.1033202294091314
-28.29966987189774        -56.25                   32.71757283429314        0.09124355608254314
-33.23442709169041        -62.5                    22.644331003703932       0.0885508274971465
-10.680088946886912       -57.81249999999998       -28.51764191090491       0.18911692037981268
-12.156940207949717       -49.999999999999986      -27.916772237321737      0.25236357842986873
-14.913055974462976       -65.62499999999999       -26.686405929162557      0.13912831144520285
-23.002357997081912       -70.3125                 -22.461201216856303      0.11033401970444866
-21.506284799984616       -56.24999999999999       -22.138490698066178      0.18852565651402842
-19.015526737889306       -56.0546875              31.952808108872272       0.10176177060210441
-18.780410389591715       -61.71875000000001       25.496994089040424       0.09938396242687954
-23.043863513506878       -49.99999999999999       31.023015290682963       0.11684396610628943
-14.71570111146583        -50.00000000000001       30.508410258513262       0.12728567857014011
-12.83850753199827        -55.46875000000001       28.525025099716057       0.11627415533713123
-7.720054225426697        -50.00000000000001       28.01041248771263        0.13990898292273055
85.9569667787677          -88.21335568179165       -86.63749473201216       0.008270059612153833
77.4093663629424          -99.99999999999999       -77.63370083559664       0
15.199919994415813        -72.65624999999999       -51.47497869457047       0.08007470693620869
7.268745503556131         -72.36081534431007       -46.415048211708694      0.08859959589607679
13.235433187273356        -81.25000000000001       -46.57591778576062       0.05781882649681868
18.44101928069122         -99.99999999999997       -45.361921366696144      0
3.891048463181425         -62.889930388248985      39.00771873119011        0.07488972852935019
6.612457301769657         -56.250000000000014      37.494577391482366       0.09291686271502751
-3.9534714470829133       -60.1884357671518        34.29235121055594        0.09152340904862241
-5.550613510286133        -55.859375000000014      30.274264297157664       0.11384470216223812
0.3124870505036961        -55.468750000000014      30.255400421074352       0.1159410774803531
4.077671935836617         -72.65625000000001       44.10411775638535        0.04830658472043001
-17.50859529639395        -100.00000000000001      24.630062484248725       0
-2.6785679372839817       -100.00000000000001      36.518486042538356       0
-4.89543500601748         -69.58094860385096       35.3672820692154         0.06630515608100705
-12.785912972842702       -87.50000000000004       34.826894459489125       0.026303253210870157
-14.481947561117543       -72.65625000000001       36.49764193092143        0.056181314618326546
-11.118175600448277       -100.00000000000001      4.999045477158703        0
54.72358907648034         -99.99999999999997       -71.92289440940421       0
37.3100220880759          -99.99999999999997       -57.61338074048531       0
87.98913856751464         -99.99999999999999       -62.25040816411837       0
3.5976800937057325        -60.156250000000014      30.76153660182805        0.09972120442676863
1.3269551100077353        -57.03125                -29.54434670698264       0.19840575042456293
2.721777048696043         -63.54886345627892       -31.374158141340445      0.15185991113962227
-9.937810738905801        -76.17187500000001       -30.809794953423925      0.08877212125047375
-4.246683462251627        -87.50000000000003       -32.676082737456696      0.0443875844077375
1.7537861058031678        -100.00000000000001      -14.315351678278597      0
-3.4654526600367466       -70.3125                 -30.985091869999682      0.11653907492722598
-5.204010996591197        -64.06249999999999       -22.84009721665125       0.15635810811993509
