% Model:              example_comsol.mph
% Version:            COMSOL 6.0.0.318
% Date:               Sep 14 2023, 09:38
% Dimension:          3
% Nodes:              12760
% Expressions:        1
% Description:        Electric potential
% Length unit:        µm
% x                       y                        z                        V (mV)
-24.39698426514563        -40.72436778808338       -128.618387294632        0.03169002873403857
-13.32616920511507        -44.05843645369505       -135.0757005478422       0.021751515846925598
-16.13831699458934        -30.93574043080978       -82.92951023701954       0.15468632031206594
-16.95607825635217        -23.05055259281382       -80.03304462448044       0.19370868907766478
-17.64510109862054        -17.003034903622694      -72.89478998679851       0.2556965800837957
-23.945811147384102       -23.47175995849396       -81.4567766470331        0.1865673246944223
-9.034388506977457        -23.23506983384193       -74.45387716099809       0.2060398861247443
-17.246756916220146       -6.931750274671094       -72.99006354205217       0.3083139370011043
-23.925668516368713       -11.335937190583541      -78.38316558923968       0.252249611319803
-13.951477822418203       -9.586401978526448       -81.72693012419732       0.2365905910263147
-21.472462140427606       -0.41562529388057334     -148.45515608973608      0
-8.643208954085486        -12.80774290288678       -74.50030160325537       0.25297412566240624
-8.440842733492673        -2.5923759459678735      -74.5235008165105        0.29650801477311534
-14.51771570771081        -1.1565890768900118      -81.2522068641722        0.26863486938615455
-17.133759134123366       2.434388572646656        -73.01667136985802       0.3535360504212983
-8.54243075528653         6.960299475919879        -74.51192439328845       0.33113756482118145
-15.083953593003416       7.273223824746423        -80.77748360414705       0.2962594434150855
-139.54891383074371       -44.63862182716596       -55.010004986908235      0
-128.80022540917645       -36.428712968675455      -76.87978885601424       0
-116.63103642190609       -35.61077670180541       -67.81917175255504       0.02267437303917341
-21.447059437965667       -2.668467911519171       -128.40904202281365      0.054272668582893806
-16.867620216851805       11.3708083331369         -73.07861101731513       0.3842604160339373
-8.292024988002055        17.610349344949423       -74.54020607429489       0.3509685087200572
-16.939260244369205       17.65758558890315        -79.17666904666976       0.3288716538075518
-16.05514154504312        21.78749983965909        -73.26139795259596       0.3924405770420412
-24.451663217186972       14.90215075707522        -128.89226279810416      0.05595110257790619
-18.891445407185838       19.736027901097685       -148.805622509458        0
-10.591591208150094       7.255526432673719        -134.72320624706003      0.041913750257300736
-32.36381277180939        32.93620350713965        -146.4670052362349       0
-70.87857965407534        -8.357745587123194       -109.22983419121942      0.05206380477155507
-22.966884018030324       2.503290783987453        -80.9247166284668        0.2849610765603367
-24.32698596159608        6.758870245239983        -70.94503332879833       0.4085586415638657
-24.956740731166217       12.23184603904843        -77.37908267392147       0.34229839208261753
-138.53741902504112       -22.698484018003757      -57.50985593687554       0
-130.0882458514891        -10.361306610723652      -74.67963772865077       0
-111.22945900819633       -0.1297084376032801      -100.63800201089033      0
-122.34776124723948       -0.016894778293550756    -86.78148026963173       0
-110.1216802325434        6.958643028614697        -85.56791109124033       0.025556825288794945
-81.61857988188197        9.534472046440342        -102.76378283544881      0.053582541335789026
-90.53978793827798        20.61363799946593        -119.59325566306674      0
-60.43363788095504        11.350124471497388       -114.30896291329482      0.06230480818193445
-37.69134775946282        23.518464029213956       -124.46421819048615      0.06044069079096921
-53.19360170278911        39.220256261106044       -140.2513484351756       0
-74.64252954894984        24.31264109803941        -111.65774534891709      0.04543957851649428
-55.969436431205395       33.615950228859475       -121.9867917349715       0.04535427024100502
-104.8956516211061        18.554474170245552       -107.2236087388572       0
-77.2465638815177         34.81829716819425        -128.58059094785105      0
-150                      -55.55555555555554       -6.463413662166586E-15   0
-145.2456372371698        -48.812927882868514      -37.4660494790747        0
-136.72355801020197       -53.93799670596938       -23.341452634407176      0.00928628706577644
-148.4502292074717        -42.4902641584431        -21.50649781459373       0
-134.81917229295544       -86.83295009935122       11.828141620284732       0.002892436157318476
-149.3100088735111        -84.90974921330964       14.370847232923696       0
-137.39270573104778       -67.03302825230814       2.7904453924862267       0.006461625555335845
-128.26386535747352       -99.99999999999999       9.639618909484637        0
-148.15325108927064       -99.99999999999999       23.465169756034623       0
-149.1180785576262        -66.46421688882867       16.241879425781406       0
-139.32084172336772       -54.50375154897987       12.616402397114118       0.006731418733526834
-24.18525446594274        -1.1116493144591673      -70.99347481577158       0.3685234542209046
-122.01602365613296       -85.50160329950513       -38.95309031718628       0.006309618829165551
-127.88905505547545       -71.0032065990103        -28.767087650182237      0.010296364581606982
-106.53602470622747       -45.38844083648298       -75.3292438868478        0.026198565724386617
-92.09553321370268        -29.230338344846395      -89.81620387155488       0.04125593555917384
-150                      -33.33333333333333       -5.102694996447304E-15   0
-130.03134745478675       -56.73452946026778       -10.969491094114666      0.014576985595418259
-115.67091453819305       -48.33225171627798       -56.90186873720829       0.02457885860615684
-132.81609699880008       -37.345279650978675      -27.742906068244725      0.016663077171692443
-148.60656474902058       -21.891491912713565      -20.398257609294852      0
-144.905828918204         -31.824799064538208      -38.75952457820128       0
-124.80580437015861       -51.27606259607299       -38.47449358756879       0.019058792064194797
-90.91651447842685        -9.827680476743092       -91.15081796726518       0.05226271833533503
-94.98127746888429        4.053811529658066        -87.90671053030415       0.05455460866176475
-24.439234318733806       -37.24742868789578       -81.37085089988956       0.13675290043306448
-25.796536187713038       -32.52339170032164       -70.42399250763913       0.18728132440694403
-31.578061015618673       -58.06186351382013       -66.83805041042532       0.09410694040704247
-37.60927992340901        -49.99999999999999       -64.88857782154906       0.11151088804224757
-28.315798582637175       -49.999999999999986      -58.8315495354589        0.12843112107323898
-34.822644131047824       -54.062971285741824      -76.12685728751245       0.0920577066944601
-32.00036810999357        -39.77682176492649       -67.83049786655636       0.15513001863437176
-44.58608606899673        -43.50393257621834       -70.55390005745708       0.12360868672238116
-36.02147125381656        -34.328480191580276      -73.58555542233934       0.16177259738104807
-25.82227545927838        -11.258388685667384      -70.41455879365537       0.31283302626824044
-31.869294314584995       -17.994795305430443      -78.78076033568155       0.21509723914003806
-30.20623593411688        -5.6688394775443856      -83.87154119168086       0.23190390917070583
-27.95675832709879        -22.266457254102995      -69.59468128988158       0.24861904597717563
-31.97359691175953        -28.664305689715533      -85.1758826959566        0.14991094547370573
-36.46716975888684        -13.471922573594144      -74.21100450629385       0.25295808215816173
-106.205352459212         -19.629309705751087      -76.53695485614287       0.03853727531338562
-14.999999999999998       -49.999999999999986      -44.999999999999986      0.17617054450696926
-14.330121750920652       -49.99999999999998       -42.50000339957803       0.18850241980246277
-13.928144450183169       -53.10058593749999       -44.147357662223826      0.16567527824537231
-11.681218406535976       -49.999999999999986      -45.355745677862245      0.16181467316462456
-16.930883008297013       -49.999999999999986      -42.995368096770996      0.19220349218613703
-15.972062485770758       -52.53906249999998       -41.810218860930654      0.18118777665093608
-15.040525337070127       -52.325439453125         43.018466840027855       0.08320409797033938
-14.999999999999998       -49.999999999999986      44.999999999999986       0.0803919548023636
-12.823963535156647       -52.00195312500001       44.997451376007255       0.077050717609262
-14.330121787013313       -49.999999999999986      42.50000337648292        0.08839830334743216
-11.497457438795312       -50.00000000000001       43.50296396607095        0.0820533393611065
-12.499997036630827       -49.99999999999998       40.66987849116011        0.09493855841514874
-12.990847560741301       -52.88696289062499       42.17643896806669        0.08458664455821775
23.46516975603458         -99.99999999999996       -148.15325108927064      0
17.270526585263752        -85.61330342063872       -149.0024459915598       0
12.730741014099035        -99.99999999999997       -126.76116360700279      0
-11.335904199710804       -13.800514897200081      -134.62492495202792      0.03586450227200199
2.7214373314385636E-15    -55.55555555555554       -150                     0
11.291069698418992        -78.36308850206565       -133.60443447982163      0.00886108102478503
22.06036273535881         -65.82700672996          -148.36893339235272      0
9.23222462731915          -61.18023534289523       -126.18417990111426      0.02466637184765004
35.595193112135185        -84.09290983304066       -145.7154152013774       0
21.290733839248244        -89.18154425103282       -129.22325584306935      0.005290288789604632
-4.927875266968796        -49.999999999999986      -69.54040684196978       0.1039149204973279
2.8120495924909833E-31    -49.999999999999986      -75                      0.10150277439595685
-8.055385289802587        -54.68749999999998       -69.2259015821966        0.09850474870293818
-4.018688189216685        -54.39141830159398       -79.93298344897462       0.09005627653473768
10.858033385793734        -51.35498046874998       -58.33614165077973       0.11948320956114906
12.49999676785359         -49.99999999999998       -59.330121703678664      0.12152771648472603
9.999999999999998         -49.999999999999986      -59.99999999999999       0.11756731474046382
11.04809370457469         -49.999999999999986      -56.48348998666499       0.12359937227351166
13.139798389421882        -52.392578124999986      -61.14503145382798       0.11571078840424946
11.44154180993072         -49.999999999999986      -62.04887911664119       0.11682949635572568
31.29039798007749         -99.99999999999997       -124.84207720631709      0
46.352549156242084        -99.99999999999996       -142.65847744427305      0
45.419708605259025        -89.12534791856515       -129.6648792479608       0.003468180172591198
-7.645957918290068        28.48197955063912        -74.60924424970231       0.34728670810588097
-16.799256531836246       34.64990980034096        -73.09435669035987       0.3734117819789952
-14.004382985806519       27.007922711776974       -85.40821415477443       0.2757277343417542
6.376721945824768E-16     -39.586022761396194      -75                      0.13517245442559728
-2.886377535776872        -35.307651053810446      -81.62351066849111       0.14088373850278896
1.2755555742215025E-15    -29.168596609086073      -75                      0.17478645513014437
-1.8169040088670965       -45.29774092166245       -88.42222423343684       0.10129974579194082
-2.641527672644667        -24.16365748687691       -81.10474231035074       0.1805262877941457
1.9139452137860625E-15    -18.742902604757127      -75                      0.21807182511282125
-2.3966778095124615       -13.015529993933958      -80.58597395221037       0.22305429448003897
4.0821559971578446E-15    -33.33333333333333       -150                     0
-6.822745222882597        -29.855295897863208      -130.70648070808468      0.0379167428279976
5.442874662877124E-15     -11.111111111111107      -149.99999999999997      0
4.1253690237584095        -40.181900143555225      -130.1499264988574       0.03301712793367982
21.506497814593793        -42.4902641584431        -148.45022920747166      0
-5.283055345289335        -19.158718364667738      -87.2094846207015        0.17828380339494002
34.63016758786302         -72.37099806588385       -129.88056309036668      0.011258002897018886
6.8035933285964066E-15    11.111111111111104       -150                     0
14.24243070736744         -28.540746980624025      -129.71218796796407      0.039653636598551804
-1.1458685045571726       -8.16804307343068        -135.32039499233105      0.03721871847839454
57.83495387424663         -81.60073087293836       -138.40201627997968      0
68.09857496093198         -99.99999999999997       -133.65097862825516      0
46.67819577888806         -65.79359690541419       -142.55225722108995      0
2.552590690130205E-15     -8.313030468745469       -74.99999999999999       0.2619405808542487
-4.793355619024924        -7.288157383110781       -86.17194790442076       0.21810973607690973
-4.886924149349884        3.0818083435063346       -82.42009961291323       0.2660577856329764
-8.191153734788536        13.067890791505606       -86.72595280069599       0.25916460024079074
-5.924209815708595        23.423947419429982       -81.67362722763413       0.2985616271289204
4.467072711489499E-15     22.952833659462463       -75                      0.33711577979936097
3.8299185835621574E-15    12.547317091404569       -75                      0.3280372365785204
3.1913365272598926E-15    2.11848068327661         -74.99999999999999       0.30079388377028377
-12.49999703343414        -49.99999999999999       -40.66987849907903       0.20032440214535452
-12.731512050080417       -52.52685546874999       -40.02910972919901       0.18920350524745946
-15.480198486378471       -49.999999999999986      -39.84671481992543       0.20902351151606166
-11.351959843848057       -49.999999999999986      -42.37060736431303       0.17936432200909552
-127.14101016121616       -12.202359647669503      -25.200748093665215      0.03272050209789042
-144.70594217495488       -10.941769055838257      -39.49924428718365       0
-124.27536491747644       -20.654758429948217      -39.578212077884096      0.03154066904340235
-119.97313972783475       -34.493505073113106      -48.24004040754618       0.02943057180091531
-115.93764259766606       -22.40522778732095       -59.68031885100831       0.03498115097051897
-29.402572644086227       3.4319429076762504       -68.99629498682688       0.4103399299137353
-24.899312940355713       15.855766778623918       -70.74619576414152       0.43847541717249966
-30.796708900557938       10.262402343151427       -68.38539844801883       0.44464169645504154
-24.631332720744652       24.7017243665745         -70.83994246468566       0.4377383647521394
-25.586495500736355       17.70482183285688        -83.81313201904463       0.2855023911026098
-26.005168122531906       30.10193736136388        -78.83801121094172       0.32577988271185515
-34.00315224440589        16.115573292616908       -76.27380476049514       0.3389893791333635
8.164311994315688E-15     33.33333333333332        -150                     0
-4.066170929546289        24.17691258063391        -129.32522626755403      0.06167169709885487
-5.591041824342471        37.37025413934774        -74.7913113357324        0.3299906588228003
5.092683749104742E-15     33.169837256757916       -75                      0.32994151719178305
-6.886842441963435        33.82618625563675        -82.6730337187835        0.28734270039343907
-10.655026241408587       43.39793679790658        -74.23927812010899       0.33216388300292987
-17.7587954971751         44.25341381277087        -72.86717493144296       0.34829645254167746
-13.20573877216894        42.25592716327575        -80.53876105216395       0.2948171328393086
-24.785915383757317       41.76009114828078        -70.78600425641514       0.3735343126022081
-22.568899510747134       39.87778208446207        -79.85162744432039       0.30170847581940224
-29.388214573346342       40.621950436004795       -126.17105147641233      0.05778852611202499
-14.965813288306908       42.43823076161958        -149.2515475049406       0
-17.19435828662908        32.42651677037523        -128.78183398195318      0.05899437847406141
-33.3678532971973         48.35543849550735        -146.24153434074984      0
-30.159533495869347       31.77614182835098        -68.66878868388122       0.43392183338267165
-33.828474726933266       35.99997443620097        -74.9377603886815        0.33132574450027447
-35.1933862964704         5.740220659675594        -79.57159725751261       0.2859103816084188
-111.64233757453322       3.47741314557462         -68.39061758823993       0.044364019896640856
-123.56064490389974       -5.793625799981393       -54.36819770738767       0.029370907553093465
-138.35003348209415       -0.06091272129736721     -57.95919457259075       0
-121.80457077977584       8.357386607434567        -61.20333388169076       0.02962945802208394
-130.2312996452085        -0.7861418732213137      -32.97108619328443       0.0276928071092601
-148.64057437863818       -0.06221325182564984     -20.148936656521776      0
-129.90964421455402       10.291323987384004       -74.98989491956895       0
-144.79089838684695       10.603704102442013       -39.186678148699336      0
-138.2732762747614        21.603300498864193       -58.14207657319703       0
-118.96393443860676       17.092419722813624       -91.36510440472814       0
-99.0460404593417         17.935303536059223       -84.66260309334315       0.05260923254921299
-114.74597305306516       18.346089715947517       -74.68558029213719       0.031026968317277023
-96.66548085428023        38.44455376706261        -114.69866961395313      0
-86.1384625489734         30.89862263673561        -96.22571985040814       0.05824812787170235
-73.23088463860506        43.861941737411996       -107.78883660747317      0.05216737462859474
-66.4621187110609         58.32181257580181        -134.4722528123808       0
-44.46557412842733        62.10273618643265        -143.25785394675341      0
-58.12920356699539        53.80057114178162        -117.67562820668701      0.04514338671339169
-41.582070860063595       48.817384101634374       -123.56026897087152      0.05109770504590116
-113.47799670590031       38.59883177370559        -98.09558738096061       0
-86.76628592442775        57.93924240066107        -122.35853720472652      0
-148.76864110223548       -44.07317073625129       19.180495942343512       0
-130.25552543918428       -34.48135661338919       -12.010437494599739      0.021792798564875607
-130.0066554049559        -3.749960865390786       -10.823284109446327      0.030099873915035887
-129.52360488910918       -42.543286209131075      8.990925368446831        0.01787013850874675
-137.56738758838634       -24.932357787650275      -1.634295941959716       0.014537693292122258
-129.87363818279226       -71.57092882886198       16.70029388340732        0.008001091379054468
-145.8588284728039        -79.40650855616751       35.00288783145138        0
-132.27545405856353       -84.48226783363556       26.533000784478073       0.0032517751561950076
-142.65847744427302       -99.99999999999996       46.35254915624209        0
-124.3401973773131        -99.99999999999999       28.12183871522384        0
-149.99999999999997       -11.111111111111107      -3.741976330728022E-15   0
-150                      11.111111111111104       -2.381257665008743E-15   0
-122.4090886391347        -80.42693075591664       42.15276292928248        0.005195085811182138
-148.60905991939381       -22.37605475864992       20.380071390307215       0
-137.26891908013047       -52.46351612404229       27.07185317935921        0.0065090175570479865
-145.82381317309458       -55.0714771137737        35.14847808452604        0
-125.7691970580255        -60.85386151183329       34.963210416374906       0.010164625214570271
-141.1011266239776        -63.47561457925226       50.89668029885887        0
-133.65097862825516       -99.99999999999999       68.09857496093201        0
-138.40901522028378       -80.34229686977584       57.81820220096139        0
-119.04898022024389       -99.99999999999999       49.34231544219005        0
-123.6593173480667        -74.25248448637065       54.688976089923145       0.004536333122610068
-145.11855053627895       -33.52386946887706       37.95531965679456        0
-31.77146351714888        -3.1548902477538157      -67.93801664737114       0.3779382150964788
-49.69270139288966        -49.999999999999986      -56.17489919124925       0.10967960149577591
-50.495322147344005       -53.69206166539235       -73.72775654130972       0.08502652219071444
-43.02148190785434        -59.64676054401816       -65.71653240078592       0.08519872380666588
-36.97592054529053        -49.999999999999986      -50.35960669282837       0.13836785484351521
-36.76338727845979        -60.937499999999986      -52.276442527820926      0.10248114769196008
-36.792514302342745       -27.688759993007253      -65.35526674501378       0.22351802493072362
-51.56289221458444        -37.00786515243671       -76.21922229336512       0.12340489855733985
-44.087349516315165       -36.42156799544923       -60.6737637914961        0.17299490921667188
-59.0828965495165         -43.412537021935805      -63.946390097248354      0.1127639256053195
-55.93101447534293        -23.73098399345184       -72.50212870220538       0.16338396585193224
-41.19876183857138        -25.568579667808834      -76.86411904721841       0.1780541332975822
-38.82071336428428        -11.277601866050418      -64.17127249703          0.3292370395858192
-45.807950242553034       -2.2901977694006237      -69.1244224412599        0.29907108148938816
-10.000000500000017       -49.999999999999986      -39.99999999999999       0.20432415099277718
-16.5351632136162         -49.99999999999999       41.79335719097907        0.09179825088704678
-14.411375137089088       -50.00000000000001       39.52613150048299        0.09996116272950173
-10.000000500000006       -50.00000000000001       40                       0.09822306451641562
-11.743209448144306       -52.886962890625014      39.76911829145982        0.09252848045347256
-9.595312815832415        -53.005981445312514      42.52844622862131        0.0831829314476498
-11.834845561819327       -50.00000000000001       37.68536202326917        0.10759211670801616
14.330121675505074        -49.99999999999998       -57.499996747955265      0.12826201395297537
13.14875144065134         -54.589843749999986      -57.83359896554196       0.11789757994378557
14.999999999999998        -49.999999999999986      -54.999999999999986      0.136472197259822
14.811976254523564        -51.867675781249986      -56.129557381818735      0.12890299217475137
12.50986723108789         -49.999999999999986      -54.557137836616256      0.130142792270781
15.07348327039942         -50.50850438924724       -129.59337228963014      0.026493577661693954
29.995484295079155        -57.13978328433703       -133.29223869999592      0.015291962764597093
37.46604947907467         -48.81292788286852       -145.2456372371698       0
25.791350698337247        -41.267058638834186      -131.72105049167956      0.025653693988162207
6.779787863179962         -43.8217009520178        -74.69293458239727       0.12185403730408176
5.1834806272781355        -47.96288228758777       -80.93199520108739       0.10430355242869414
51.45046255073534         -99.99999999999997       -116.90411411174456      0
9.510801340510213         -49.999999999999986      -74.39447476616958       0.10289092334815549
6.908836019243035         -55.17801340007839       -80.52365820561717       0.08778402700224236
7.731219638207237         -59.05556809144846       -73.16823330431657       0.08674547250655311
4.183944398273143         -49.999999999999986      -68.32235810148939       0.10502572695374951
14.77234008909447         -49.999999999999986      -61.34595829406684       0.12140153533515205
14.83426240351863         -49.94813105587553       -78.67004089045506       0.1022957857320373
7.5071046791332305        -40.09714694238452       -83.98943047125316       0.1223497461391476
88.16778784387097         -99.99999999999997       -121.35254915624212      0
67.4981884639718          -99.99999999999999       -109.85105986930277      0
78.3747847073923          -79.34816870429046       -127.89602465311384      0
66.39159671171393         -77.5529924479072        -116.13369314365377      0.009424124351613772
2.5945612825843805        27.92895090586625        -81.64770470487834       0.2960336262952163
9.494485546544533         -34.1810242197506        -74.39660438626522       0.15959175019326316
4.230521955515516         -29.28923118663908       -83.82388857998843       0.1559558181764672
8.835484016622033         -23.629729479849644      -74.47774313304625       0.20391767070923053
9.089050360357923         -13.35402224947105       -74.44722401504893       0.2513932163268259
4.736948999474794         -10.678488547454048      -84.56053971231425       0.21520182984528724
5.991502566518394         -19.71888620094365       -84.6628874654783        0.1856460943351551
