node_type_id params_file level_of_detail morphology_file rotation_angle_zaxis set_params_function
318331342 318331342_fit.json biophysical Pvalb-IRES-Cre_Ai14-169125.03.01.01_491119617_m.swc 0 Biophys1AllActive

