edge_type_id target_query source_query dynamics_params model_template syn_weight delay
100 ei=='e'&orig_model=='biophysical' * ExcToExc.json static_synapse 11.0 2.0
101 ei=='i'&orig_model=='biophysical' * ExcToInh.json static_synapse 14.0 2.0
102 orig_model=='intfire' * instantaneousExc.json static_synapse 13.0 2.0
