node_type_id model_type model_template model_processing dynamics_params morphology_file ei tuning_angle pop_name location rotation_angle_yaxis y x rotation_angle_zaxis z
318331342 biophysical ctdb:Biophys1.hoc aibs_allactive 318331342_fit.json Pvalb-IRES-Cre_Ai14-169125.03.01.01_491119617_m.swc i 0.0 Pvalb VisL4 0.0 0.0 0.0 0 0.0
