edge_type_id target_query source_query dynamics_params syn_weight delay
100 ei=='i' ei=='e' ExcToInh.json 0.0001 0.0015
101 ei=='e' ei=='i' InhToExc.json -0.00030000000000000003 0.0015
102 ei=='e' ei=='e' ExcToExc.json 0.0001 0.0015
103 ei=='i' ei=='i' InhToInh.json -0.00030000000000000003 0.0015
