edge_type_id target_query source_query dynamics_params delay target_sections distance_range model_template syn_weight
100 pop_name=='Scnn1a' pop_name=='Scnn1a' AMPA_ExcToExc.json 2.0 "['basal', 'apical', 'soma']" "[5.0, 50.0]" exp2syn 0.0002
