edge_type_id target_query source_query delay dynamics_params template
0 pop_name=='Rorb' * 2.0 AMPA_ExcToExc.json Exp2Syn
1 pop_name=='Nr5a1' * 2.0 AMPA_ExcToExc.json Exp2Syn
2 pop_name=='Scnn1a' * 2.0 AMPA_ExcToExc.json Exp2Syn
3 pop_name=='PV1' * 2.0 AMPA_ExcToInh.json Exp2Syn
4 pop_name=='PV2' * 2.0 AMPA_ExcToInh.json Exp2Syn
5 pop_name=='LIF_exc' * 2.0 instanteneousExc.json NULL
6 pop_name=='LIF_inh' * 2.0 instanteneousExc.json NULL
