edge_type_id target_query source_query model_template syn_weight dynamics_params delay
100 ei=='e'&placement=='inner' * static_synapse 11.0 LGN_to_GLIF.json 2.0
101 ei=='i'&placement=='inner' * static_synapse 14.0 LGN_to_GLIF.json 2.0
102 placement=='outer' * static_synapse 13.0 instantaneousExc.json 2.0
