node_type_id ei model_template orig_model model_type dynamics_params model_name
100 e nest:iaf_psc_alpha biophysical point_process 472363762_point.json Scnn1a
101 e nest:iaf_psc_alpha biophysical point_process 473863510_point.json Rorb
102 e nest:iaf_psc_alpha biophysical point_process 473863035_point.json Nr5a1
103 i nest:iaf_psc_alpha biophysical point_process 472912177_point.json PV1
104 i nest:iaf_psc_alpha biophysical point_process 473862421_point.json PV2
105 e nest:iaf_psc_alpha intfire point_process IntFire1_exc_point.json LIF_exc
106 i nest:iaf_psc_alpha intfire point_process IntFire1_inh_point.json LIF_inh
