edge_type_id target_query source_query delay syn_weight dynamics_params model_template
100 ei=='e'&orig_model=='glif' * 2.0 11.0 LGN_to_GLIF.json static_synapse
101 ei=='i'&orig_model=='glif' * 2.0 14.0 LGN_to_GLIF.json static_synapse
102 orig_model=='intfire' * 2.0 13.0 instanteneousExc.json static_synapse
