edge_type_id edge_group_id edge_group_index syn_weight
0 0 0 0.03254001451444043
1 0 0 0.04043037008531871
2 0 0 0.07409100928480848
3 0 0 0.054303329629300665
4 0 0 -0.009474168446121
5 0 0 -0.012340758965220145
6 0 0 -0.004968130875715394
7 0 0 0.0
8 0 0 -0.0012015183714519876
9 0 0 -0.0027147606180200666
10 0 0 -0.0006133357343662634
11 0 0 -0.014630226522887473
12 0 0 -0.00030502812656937027
13 0 0 -0.0007315848413890771
14 0 0 -0.007775361823403184
15 0 0 -0.0001246269351861529
