node_type_id pop_name cell_types model_type model_template scaling_coef input_offset exponent decay_const
0 L23 Exc rate_population  22.392148198236782 0.0 2.0 10.0500429106779
1 L23 PV rate_population  22.392148198236782 0.0 2.0 11.8257398864811
2 L23 SST rate_population  22.392148198236782 0.0 2.0 10.0159482249032
3 L23 VIP rate_population  22.392148198236782 0.0 2.0 49.3117045605402
