node_type_id ei morphology_file level_of_detail params_file set_params_function pop_name location rotation_angle_zaxis
395830185 e Scnn1a-Tg3-Cre_Ai14_IVSCC_-177300.01.02.01_473845048_m.swc biophysical 472363762_fit.json Biophys1 Scnn1a VisL4 -3.646878266
314804042 e Rorb-IRES2-Cre-D_Ai14_IVSCC_-168053.05.01.01_325404214_m.swc biophysical 473863510_fit.json Biophys1 Rorb VisL4 -4.159763785
318808427 e Nr5a1-Cre_Ai14_IVSCC_-169250.03.02.01_471087815_m.swc biophysical 473863035_fit.json Biophys1 Nr5a1 VisL4 -2.639275277
330080937 i Pvalb-IRES-Cre_Ai14_IVSCC_-176847.04.02.01_470522102_m.swc biophysical 472912177_fit.json Biophys1 PV1 VisL4 -2.539551891
318331342 i Pvalb-IRES-Cre_Ai14_IVSCC_-169125.03.01.01_469628681_m.swc biophysical 473862421_fit.json Biophys1 PV2 VisL4 -3.684439949
100000101 e  intfire IntFire1_exc_1.json IntFire1 LIF_exc VisL4 
100000102 i  intfire IntFire1_inh_1.json IntFire1 LIF_inh VisL4 
