edge_type_id target_query source_query delay dynamics_params template
5000 pop_name=='Rorb' * 2.0 AMPA_ExcToExc.json Exp2Syn
5001 pop_name=='Nr5a1' * 2.0 AMPA_ExcToExc.json Exp2Syn
5002 pop_name=='Scnn1a' * 2.0 AMPA_ExcToExc.json Exp2Syn
5003 pop_name=='PV1' * 2.0 AMPA_ExcToInh.json Exp2Syn
5004 pop_name=='PV2' * 2.0 AMPA_ExcToInh.json Exp2Syn
5005 pop_name=='LIF_exc' * 2.0 instanteneousExc.json NULL
5006 pop_name=='LIF_inh' * 2.0 instanteneousExc.json NULL
