node_type_id pop_name model_type params_file
395830185 Scnn1a internal excitatory_pop.json
314804042 Rorb internal excitatory_pop.json
318808427 Nr5a1 internal excitatory_pop.json
330080937 PV1 internal inhibitory_pop.json
318331342 PV2 internal inhibitory_pop.json
100000101 lif_exc internal excitatory_pop.json
100000102 lif_inh internal inhibitory_pop.json
