node_type_id name location ei model_type dynamics_params
100000101 LIF_exc VisL4 e iaf_psc_alpha IntFire1_exc_point.json
100000102 LIF_inh VisL4 i iaf_psc_alpha IntFire1_inh_point.json
318331342 PV2 VisL4 i iaf_psc_alpha 473862421_point.json
330080937 PV1 VisL4 i iaf_psc_alpha 472912177_point.json
318808427 Nr5a1 VisL4 e iaf_psc_alpha 473863035_point.json
314804042 Rorb VisL4 e iaf_psc_alpha 473863510_point.json
395830185 Scnn1a VisL4 e iaf_psc_alpha 472363762_point.json
