node_type_id model_type params_file
395830185 iaf_psc_alpha 472363762_point.json
314804042 iaf_psc_alpha 473863510_point.json
318808427 iaf_psc_alpha 473863035_point.json
330080937 iaf_psc_alpha 472912177_point.json
318331342 iaf_psc_alpha 473862421_point.json
100000101 iaf_psc_alpha IntFire1_exc_point.json
100000102 iaf_psc_alpha IntFire1_inh_point.json
